category,product_name,active_ingredients,strength,form,package,pharmacy,sku,wholesale_cost,retail_price,rx_required,tags,notes
Hormone Therapy,Testosterone Cypionate -Grapeseed oil (does not ship to Alabama or Cali),,200mg/ml,injectable,5mL,V Pharm,TRTGSO5,20,,yes,men's-sexual-health,
Hormone Therapy,TRT Injectable commercial - Ships to all 50 states.,,,injectable,10mL,V Pharm,TESTOS200MGCOM,60,,yes,men's-sexual-health,
Sexual Wellness,Tri-Mix,,30mg/1mg/10mcg/ml,injectable,5ml vial,V Pharm,TRMX1P,50,,yes,,
Hormone Therapy,Estradiol Vaginal Topical Cream,,2.5mg/ml,cream,15ml,V Pharm,ESTR2.5,31,,yes,,
Hormone Therapy,Progesterone capsules - per pill price,,100mg,capsule,,V Pharm,PRGT100CAP,0.75,,yes,,
Hormone Therapy,Progesterone capsules - per pill price,,150mg,capsule,,V Pharm,PRGT150CAP,0.88,,yes,,
Hormone Therapy,Progesterone capsules - per pill price immediate release or sustained released - immediate,,200mg,capsule,,V Pharm,PRGT200CAP,0.94,,yes,,
Dermatology,Epiduo gel generic,,,gel,45g,V Pharm,EPIDUO,37.5,,yes,,
Dermatology,Sulfacetamide lotion,,4oz,lotion,,V Pharm,SULFAC10,125,,yes,,
Hormone Therapy,Testosterone lotion,,5%,lotion,60mg,V Pharm,TEST-LOTION-5-VS,56.25,,yes,men's-sexual-health,
Hormone Therapy,Testosterone lotion,,10%,lotion,60mg,V Pharm,TEST-LOTION-10-VS,62.5,,yes,men's-sexual-health,
Hormone Therapy,Enclomiphene,,12.5mg,capsule,,V Pharm,ENC12.5,1.25,,yes,fertility,form inferred
Peptide Therapy,Sermorelin troche,,500mcg,troche,,V Pharm,SERM-TRO-500-VS,1.56,,yes,,
Hormone Therapy,Estradiol tablets commercial,,1mg,tablet,,V Pharm,ESTR1,0.94,,yes,,
Hormone Therapy,Estradiol tablets commercial,,2mg,tablet,,V Pharm,ESTR2-VS,0.94,,yes,,
Hormone Therapy,Estradiol tablets commercial,,0.5mg,tablet,,V Pharm,ESTR0.5TAB,0.94,,yes,,
Hormone Therapy,Estriol with tretinoin cream,,,cream,30 grams,V Pharm,EST-TRET-CREAM-VS,43.75,,yes,review,estriol+tretinoin — also dermatology
Hormone Therapy,Dotti Estradiol patch,,0.1mg/24hr,patch,4 Patches,V Pharm,DOT-EST-0.1-PATCH-VS,59.38,,yes,,
Hormone Therapy,Dotti Estradiol patch,,0.1mg/24hr,patch,8 Patches,V Pharm,DOT-EST-0.1-PATCH-VS,118.75,,yes,,
Hormone Therapy,Dotti Estradiol patch,,0.1mg/24hr,patch,12 Patches,V Pharm,DOT-EST-0.1-PATCH-VS,168.75,,yes,,
Hormone Therapy,Dotti Estradiol patch,,0.05mg/24hr,patch,4 Patches,V Pharm,DOT-EST-0.05-PATCH-VS,59.38,,yes,,
Hormone Therapy,Dotti Estradiol patch,,0.05mg/24hr,patch,8 Patches,V Pharm,DOT-EST-0.05-PATCH-VS,118.75,,yes,,
Hormone Therapy,Dotti Estradiol patch,,0.05mg/24hr,patch,12 Patches,V Pharm,DOT-EST-0.05-PATCH-VS,168.75,,yes,,
Hormone Therapy,Dotti Estradiol patch,,0.025mg/24hr Patch,patch,4 Patches,V Pharm,DOT-EST-0.025-PATCH-VS,59.38,,yes,,
Hormone Therapy,Dotti Estradiol patch,,0.025mg/24hr Patch,patch,8 Patches,V Pharm,DOT-EST-0.025-PATCH-VS,118.75,,yes,,
Hormone Therapy,Dotti Estradiol patch,,0.025mg/24hr Patch,patch,12 Patches,V Pharm,DOT-EST-0.025-PATCH-VS,168.75,,yes,,
Wellness / Longevity,Methylene Blue,,2.5mg,capsule,,V Pharm,METHBLUE-2.5-VIOS,1.17,,yes,,
Wellness / Longevity,Methylene Blue,,5mg,capsule,,V Pharm,METHBLUE-5-VIOS,1.25,,yes,,
Wellness / Longevity,Methylene Blue,,10mg,capsule,,V Pharm,METHBLUE-10-VIOS,1.95,,yes,,
Wellness / Longevity,Methylene Blue,,25mg,capsule,,V Pharm,METHBLUE-25-VIOS,2.73,,yes,,
Wellness / Longevity,Methylene Blue,,50mg,capsule,,V Pharm,METHBLUE-50-VIOS,3.75,,yes,,
Wellness / Longevity,Methylene Blue,,100mg,capsule,,V Pharm,METHBLUE-100-VS,4.92,,yes,,
Weight Management,Semaglutide Oral Dissolving Tablets,,250mcg,troche,,V Pharm,SG-ODT-250-VS,87.5,,yes,glp-1,
Weight Management,Semaglutide Oral Dissolving Tablets,,500mcg,troche,,V Pharm,SG-ODT-500-VS,87.5,,yes,glp-1,
Weight Management,Semaglutide Oral Dissolving Tablets,,1000mcg,troche,,V Pharm,SG-ODT-1000-VS,106.25,,yes,glp-1,
Weight Management,Semaglutide Oral Dissolving Tablets,,1.5mg,troche,,V Pharm,SG-ODT-1.5-VS,112.5,,yes,glp-1,
Weight Management,Semaglutide Oral Dissolving Tablets,,2mg,troche,,V Pharm,SG-ODT-2-VS,125,,yes,glp-1,
Weight Management,Semaglutide Oral Dissolving Tablets,,2.5mg,troche,,V Pharm,SG-ODT-2.5-VS,131.25,,yes,glp-1,
Weight Management,Tirzepatide Oral Dissolving Tablets,,3MG,troche,,V Pharm,TZT-ODT-3-VS,112.5,,yes,glp-1,
Weight Management,Tirzepatide Oral Dissolving Tablets,,4MG,troche,,V Pharm,TZT-ODT-4-VS,118.75,,yes,glp-1,
Weight Management,Tirzepatide Oral Dissolving Tablets,,5MG,troche,,V Pharm,TZT-ODT-5-VS,131.25,,yes,glp-1,
Weight Management,Tirzepatide Oral Dissolving Tablets,,6MG,troche,,V Pharm,TZT-ODT-6-VS,137.5,,yes,glp-1,
Weight Management,Tirzepatide Oral Dissolving Tablets,,7MG,troche,,V Pharm,TZT-ODT-7-VS,150,,yes,glp-1,
Weight Management,Tirzepatide Oral Dissolving Tablets,,8MG,troche,,V Pharm,TZT-ODT-8-VS,156.25,,yes,glp-1,
Dermatology,HYDROQUINONE/TRETINOIN/HYDROCORTISONE,,6/0.025/1%,cream,,V Pharm,HYDQ-TRET-HYDC-VS,1.56,,yes,,form inferred
Wellness / Longevity,Ondansetron 4mg,,4mg,injectable,30 units,V Pharm,OND4M20,10,,yes,,form inferred
Sexual Wellness,OXYTOCIN,,1 TROCHE/RDT,troche,,V Pharm,,1.25,,yes,peptide,SKU available upon request
Weight Management,Phentermine,,37.5mg,tablet,,V Pharm,PHENTAB375,18.75,,yes,,
Supplies & Fees,TRT IM Syringe Package,,"5 Syringe Pack (1ML LL, 25G NEEDLE, SPIKE, ALCOHOL PADS)",supply,,V Pharm,IM-SYRINGE-5PACK-VS,6,,no,,
Supplies & Fees,TRT IM Syringe Package,,"10 Syringe Pack (1ML LL, 25G NEEDLE, SPIKE, ALCOHOL PADS)",supply,,V Pharm,IM-SYRINGE-10PACK-VS,11,,no,,
Supplies & Fees,TRT SQ Syringe Package,,"5 Syringe Pack (1ML LL, 30G NEEDLE, SPIKE, ALCOHOL PADS)",supply,,V Pharm,SQ-SYRINGE-5PACK-VS,6,,no,,
Supplies & Fees,TRT SQ Syringe Package,,"10 Syringe Pack (1ML LL, 30G NEEDLE, SPIKE, ALCOHOL PADS)",supply,,V Pharm,SQ-SYRINGE-10PACK-VS,11,,no,,
Peptide Therapy,Sermorelin,,15mg,injectable,,V Pharm,SRM15P,110,,yes,,name inferred from SKU SRM15P; form inferred
Wellness / Longevity,NAD+,,1000mg - 100mg/mL - 10mL Vial,injectable,10mL,V Pharm,NAD1000P,75,,yes,,
Wellness / Longevity,Glutathione,,2000mg (200mg/mL) - 10mL Vial,injectable,10mL,V Pharm,GLUT200P,45,,yes,,
Weight Management,MIC/B6/B12,,25/50/50/10/1mg/mL - 10mL Vial,injectable,10mL,V Pharm,MICB6B12P,50,,yes,lipotropic|injectable,
Wellness / Longevity,B12 Cyanocobalamin,,1000mcg/mL - 10mL Vial,injectable,10mL,V Pharm,B12CYAN10P,43,,yes,,
Weight Management,Semaglutide Sublingual,,15mL - 2mg/mL,troche,,V Pharm,,94,,yes,glp-1,SKU available upon request
Weight Management,Semaglutide Sublingual,,15mL - 3mg/mL,troche,,V Pharm,,100,,yes,glp-1,name inferred from context; SKU available upon request
Weight Management,Semaglutide Sublingual,,15mL - 4mg/mL,troche,,V Pharm,,107,,yes,glp-1,name inferred from context; SKU available upon request
Weight Management,Semaglutide Sublingual,,15mL - 6mg/mL,troche,,V Pharm,,113,,yes,glp-1,name inferred from context; SKU available upon request
Weight Management,L-Carnitine Injectable,,500 mg/ml -30ml,injectable,30mL,V Pharm,,62.5,,yes,lipotropic|injectable,SKU available upon request
Dermatology,Doxycycline Hyclate 100mg Tablets,,100mg,tablet,90 units,V Pharm,DOXY-HYC-100-VS,51,,yes,,
Dermatology,Azelaic Acid 4% - Niacinamide 4% - Benzoyl Peroxide 2.5% Cream,,30 gms,cream,,V Pharm,,45,,yes,,SKU available upon request
Dermatology,Acne Cream- Azelaic Acid/Niacinamide /Benzoyl Peroxide 4%/4%/2.5%,,30 mLs,cream,,V Pharm,,45,,yes,,SKU available upon request
Dermatology,Acne Gel - Clindamycin /Spironolactone /Benzoyl Peroxide /Niacinamide /Tretinoin 1%/2%/5%/2%/0.025%,,30 mLs,gel,,V Pharm,,45,,yes,,SKU available upon request
Dermatology,Tretinoin Gel,,0.1%/30mL Tube,gel,,V Pharm,TRETCR0100,37.5,,yes,,
Peptide Therapy,AOD - 9604 Peptides Injectable,,1.2mg/ml,injectable,5mL,V Pharm,AOD9604-WS,100,,yes,weight,
Peptide Therapy,AOD - 9604/MOTs-C Peptides Injectable,,1.2mg/2mg/mL,injectable,5mL,V Pharm,AOD9604-MOT-WS,118.75,,yes,weight,
Peptide Therapy,AOD - 9604/MOTs-C/Tesamorelin Peptides Injectable,,1.2mg/2mg/3mg/mL,injectable,5mL,V Pharm,AOD9604-MOT-T-WS,118.75,,yes,weight,
Peptide Therapy,BPC-157 ACETATE Peptide Capsule,,500mcg,capsule,1 EA,V Pharm,BPC157-AC-WS,2.5,,yes,,
Peptide Therapy,BPC-157 Peptides Injectable,,3mg/mL,injectable,5mL,V Pharm,BPC157-WS,100,,yes,,
Peptide Therapy,BPC-157/GHK-CU/KPV/TB500 Peptide Injectable,,3mg/10mg/3mg/3mg/mL,injectable,5mL,V Pharm,BPC157-GHK-KPV-TB-WS,118.75,,yes,,
Peptide Therapy,BPC-157/KPV/TB500 Peptides Injectable,,3mg/3mg/3mg/mL,injectable,5mL,V Pharm,BPC157-KPV-TB-WS,118.75,,yes,,
Peptide Therapy,BPC-157/TB-500/GHK-Cu,,3/3/10mg/mL,injectable,5mL,V Pharm,BPC-TB-GHK-WS,118.75,,yes,,
Peptide Therapy,BPC-157/TB500 Peptides Injectable,,3mg/3mg/mL,injectable,5mL,V Pharm,BPC157-TB-WS,118.75,,yes,,
Peptide Therapy,CJC/Ipamorelin Peptides Injectable,,1.2mg/2mg,injectable,5mL,V Pharm,CJC-IPA-WS,118.75,,yes,,
Peptide Therapy,Dihexa/Tesofensine,,5mg/500mcg,injectable,1 EA,V Pharm,DIH-TES-CAP-WS,3.6,,yes,review,cognitive/weight combo — confirm category
Peptide Therapy,DSIP Peptides Injectable,,1mg/mL,injectable,5mL,V Pharm,DSIP-WS,100,,yes,,
Peptide Therapy,DSIP/BPC/CJC Peptides Injectable,,1mg/2mg/2mg/mL,injectable,5mL,V Pharm,DSIP-BPC-CJC-WS,118.75,,yes,,
Peptide Therapy,Epithalon Peptides Injectable,,2mg/mL,injectable,5mL,V Pharm,EPITHALON-WS,100,,yes,,
Peptide Therapy,GHK-Cu Peptides Injectable,,10mg/mL,injectable,5mL,V Pharm,GHK-CU-WS,100,,yes,,
Peptide Therapy,GHK-Cu/Epithalon Peptides Injectable,,10mg/2mg/mL,injectable,5mL,V Pharm,GHK-CU-EPI-WS,118.75,,yes,,
Hormone Therapy,Gonadorelin 503B HRT Injectable,,1mg/mL,injectable,5mL,V Pharm,GONAD-HRT-WS,75,,yes,peptide|fertility,
Hormone Therapy,Gonadorelin 503B HRT Injectable,,2mg/mL,injectable,10mg/5mL vial,V Pharm,GONAD-HRT-WS,100,,yes,peptide|fertility,
Hormone Therapy,HCG (Chorionic) - Commercial HRT Injectable,,"10,000iu",injectable,,V Pharm,HCG-CH-WS,262.5,,yes,fertility,
Peptide Therapy,IGF-LR3 Peptides Injectable,,200mcg/mL,injectable,5mL,V Pharm,IGF-LR3-WS,100,,yes,,
Hormone Therapy,Kisspeptin Peptides Injectable,,1mg/mL,injectable,5mL,V Pharm,KISSPEPTIN-WS,100,,yes,peptide|fertility,
Weight Management,Liraglutide 503B Weight Loss Injectable,,6mg/mL,injectable,(42mg/7mL Vial),V Pharm,LIRAGLUTIDE-WS,73.75,,yes,glp-1,
Weight Management,Liraglutide 503B Weight Loss Injectable,,6mg/mL,injectable,(90mg/15mL Vial),V Pharm,LIRAGLUTIDE15-WS,123.75,,yes,glp-1,
Peptide Therapy,LL-37 Peptides Injectable,,2mg/mL,injectable,5mL,V Pharm,LL-37-WS,100,,yes,,
Peptide Therapy,MK 677 (Ibutamoren) Capsules,,25mg,capsule,,V Pharm,MK677-WS,5,,yes,,non-peptide oral GH secretagogue
Peptide Therapy,MOTS-C Peptides Injectable,,2mg/ml,injectable,5mL,V Pharm,MOTS-C-WS,100,,yes,,
Hormone Therapy,Nandrolone DECANOATE HRT Injectable,,200mg/mL,injectable,5mL,V Pharm,NAND-DEC-WS,93.75,,yes,anabolic,
Hormone Therapy,Oxandrolone HRT Capsule,,10mg,capsule,10mg,V Pharm,OXANDROLONE10-WS,5,,yes,anabolic,
Hormone Therapy,Oxandrolone HRT Capsule,,25mg,capsule,25mg,V Pharm,OXANDROLONE25-WS,5.63,,yes,anabolic,
Hormone Therapy,Oxandrolone HRT Capsule,,50mg,capsule,50mg,V Pharm,OXANDROLONE50-WS,7.75,,yes,anabolic,
Hormone Therapy,Oxandrolone HRT Capsule,,5mg,capsule,5mg,V Pharm,OXANDROLONE5-WS,3.75,,yes,anabolic,
Sexual Wellness,Oxytocin HRT Rapid Dissolve Tablet,,250IU,troche,250IU,V Pharm,OXY-RDT-250-WS,2.81,,yes,peptide,
Sexual Wellness,Oxytocin HRT Rapid Dissolve Tablet,,50IU,troche,50IU,V Pharm,OXY-RDT-50-WS,2.5,,yes,peptide,
Peptide Therapy,Pinealon/PE22-28/Selank Peptides Injectable,,2mg/2mg/2mg/mL,injectable,5mL,V Pharm,PIN-PE22-SEL-WS,118.75,,yes,,
Sexual Wellness,PT-141 Peptides Injectable,,2mg/mL,injectable,5mL,V Pharm,PT141-WS,100,,yes,peptide,
Peptide Therapy,Semax/Selank Peptides Injectable,,1mg/1mg/mL,injectable,5mL,V Pharm,SEM-SEL-WS,118.75,,yes,,
Peptide Therapy,Sermorelin,,3mg/mL,injectable,5mL,V Pharm,SEM-SEL-WS,125,,yes,,
Peptide Therapy,Tesamorelin / Ipamorelin Peptides Injectable,,2mg/2mg/mL/5mL,injectable,5mL,V Pharm,TES-IPA-WS,118.75,,yes,,
Peptide Therapy,Tesamorelin Peptides Injectable,,3mg/mL/5mL,injectable,5mL,V Pharm,TES-WS,100,,yes,,
Peptide Therapy,Thymosin A-1 Peptides Injectable,,5mg/mL,injectable,5mL,V Pharm,THYMOSIN-WS,100,,yes,,
Weight Management,Semaglutide + Glycine 1.25mg/5mg per ml (1ml vial),,1.25mg/5mg per ml (1ml vial),injectable,1ml,V Pharm,SGGLY-1.25-5-1-DX,45,,yes,glp-1,
Weight Management,Semaglutide + Glycine 1.25mg/5mg per ml (2ml vial),,1.25mg/5mg per ml (2ml vial),injectable,2ml,V Pharm,SGGLY-1.25-5-2-DX,55,,yes,glp-1,
Weight Management,Semaglutide + Glycine 2.5 mg/5mg per ml (2 ml vial),,2.5 mg/5mg per ml (2 ml vial),injectable,2ml,V Pharm,SGGLY-2.5-5-2-DX,58,,yes,glp-1,
Weight Management,Semaglutide + Glycine 3.125mg/5mg per ml (4ml vial),,3.125mg/5mg per ml (4ml vial),injectable,4ml,V Pharm,SGGLY-3.125-5-4-DX,70,,yes,glp-1,
Weight Management,Semaglutide + B12 1.25mg/0.5mg per ml (2ml vial),,1.25mg/0.5mg per ml (2ml vial),injectable,2ml,V Pharm,SGB12-1.25-0.5-2-DX,55,,yes,glp-1,
Weight Management,Semaglutide + B12 2.5 mg/0.5mg per ml (2 ml vial),,2.5mg/0.5mg per ml (2ml vial),injectable,2ml,V Pharm,SGB12-2.5-0.5-2-DX,58,,yes,glp-1,
Weight Management,Semaglutide + B12 3.125mg/0.5mg per ml (4ml vial),,3.125mg/0.5mg per ml (2ml vial),injectable,4ml,V Pharm,SGB12-3.125-0.5-4-DX,70,,yes,glp-1,
Weight Management,Semaglutide/Methylcobalamin/Glycine,,1mg/1mg/10mg/ml,injectable,1mL,V Pharm,SGMG1-VS,78,,yes,glp-1,
Weight Management,Semaglutide/Methylcobalamin/Glycine,,1mg/1mg/10mg/ml,injectable,2.5mL,V Pharm,SGMG2.5-VS,96,,yes,glp-1,
Weight Management,Semaglutide/Methylcobalamin/Glycine,,5mg/1mg/10mg/ml,injectable,1mL,V Pharm,SGMG5-VS,120,,yes,glp-1,
Weight Management,Semaglutide/Methylcobalamin/Glycine,,5mg/1mg/10mg/ml,injectable,2.5mL,V Pharm,SGMG12.5-VS,138,,yes,glp-1,
Weight Management,Tirzepatide + Glycine 8.5 mg/5mg per ml (1ml vial),,8.5 mg/5mg per ml (1ml vial),injectable,1ml,V Pharm,TZTGLY-8.5-5-1-DX,60,,yes,glp-1,
Weight Management,Tirzepatide + Glycine 8.5 mg/5mg per ml (2ml vial),,8.5 mg/5mg per ml (2ml vial),injectable,2ml,V Pharm,TZTGLY-8.5-5-2-DX,78,,yes,glp-1,
Weight Management,Tirzepatide + Glycine 17 mg/5mg per ml (2ml vial),,17 mg/5mg per ml (2ml vial),injectable,2ml,V Pharm,TZTGLY-17-5-2-DX,93,,yes,glp-1,
Weight Management,Tirzepatide + Glycine 17mg/5mg per ml (4ml vial),,17mg/5mg per ml (4ml vial),injectable,4ml,V Pharm,TZTGLY-17-5-2-DX,114,,yes,glp-1,
Weight Management,Tirzepatide + B12 8.5 mg/0.5mg per ml (2ml vial),,8.5 mg/0.5mg per ml (2ml vial),injectable,2ml,V Pharm,TZTB12-8.5-0.5-2-DX,78,,yes,glp-1,
Weight Management,Tirzepatide + B12 17 mg/0.5mg per ml (2ml vial),,17 mg/0.5mg per ml (2ml vial),injectable,2ml,V Pharm,TZTB12-17-0.5-2-DX,93,,yes,glp-1,
Weight Management,Tirzepatide + B12 17mg/0.5mg per ml (4ml vial),,17mg/0.5mg per ml (4ml vial),injectable,4ml,V Pharm,TZTB12-17-0.5-4-DX,114,,yes,glp-1,
Weight Management,Tirzepatide/Glycine/Methylcobalamin,,8.5mg/10mg/1mg/ml,injectable,2mL,V Pharm,TZTGM172-VS,78,,yes,glp-1,
Weight Management,Tirzepatide/Glycine/Methylcobalamin,,17mg/10mg/1mg/ml,injectable,2mL,V Pharm,TZTGM342-VS,168,,yes,glp-1,
Weight Management,Tirzepatide/Glycine/Methylcobalamin,,17mg/10mg/1mg/ml,injectable,4mL,V Pharm,TZTGM344-VS,198,,yes,glp-1,
Weight Management,Tirzepatide/L-Carnitine,,10mg/100mg/ml,injectable,1mL,V Pharm,TZTC101-VS,126,,yes,glp-1,
Weight Management,Tirzepatide/L-Carnitine,,10mg/100mg/ml,injectable,3mL,V Pharm,TZTC103-VS,156,,yes,glp-1,
Weight Management,Tirzepatide/L-Carnitine,,20mg/100mg/ml,injectable,3mL,V Pharm,TZTC203-VS,186,,yes,glp-1,
Peptide Therapy,Ara-290,,10mg,injectable,vial,Peptides Supplier,,48,,yes,,
Peptide Therapy,AOD-9604,,5mg,injectable,vial,Peptides Supplier,,53,,yes,weight,
Peptide Therapy,BPC-157,,5mg,injectable,vial,Peptides Supplier,,27,,yes,,
Peptide Therapy,BPC-157,,10mg,injectable,vial,Peptides Supplier,,44,,yes,,
Peptide Therapy,BPC-157 / GHK-Cu / KPV / TB-500,,10mg / 50mg / 10mg / 10mg,injectable,vial,Peptides Supplier,,68,,yes,,
Peptide Therapy,BPC-157 / GHK-Cu / TB-500,,10mg / 50mg / 10mg,injectable,vial,Peptides Supplier,,59,,yes,,
Peptide Therapy,BPC-157 / TB-500,,5mg / 5mg,injectable,vial,Peptides Supplier,,44,,yes,,
Peptide Therapy,BPC-157 / TB-500,,10mg / 10mg,injectable,vial,Peptides Supplier,,51,,yes,,
Weight Management,Cagrilintide,,5mg,injectable,vial,Peptides Supplier,,61,,yes,amylin,"amylin analog, not a GLP-1"
Peptide Therapy,CJC-1295,,10mg,injectable,vial,Peptides Supplier,,56,,yes,,
Peptide Therapy,CJC-1295 with DAC,,5mg,injectable,vial,Peptides Supplier,,46,,yes,,
Peptide Therapy,CJC-1295 / Ipamorelin,,5mg / 5mg,injectable,vial,Peptides Supplier,,53,,yes,,
Peptide Therapy,DSIP,,10mg,injectable,vial,Peptides Supplier,,48,,yes,,
Peptide Therapy,Epithalon,,10mg,injectable,vial,Peptides Supplier,,35,,yes,,
Peptide Therapy,GHK-Cu,,50mg,injectable,vial,Peptides Supplier,,40,,yes,,
Peptide Therapy,GHK-Cu,,100mg,injectable,vial,Peptides Supplier,,50,,yes,,
Peptide Therapy,GHRP-2,,10mg,injectable,vial,Peptides Supplier,,46,,yes,,
Peptide Therapy,GHRP-6,,10mg,injectable,vial,Peptides Supplier,,46,,yes,,
Peptide Therapy,IGF-1 LR3,,1mg,injectable,vial,Peptides Supplier,,84,,yes,,
Wellness / Longevity,Glutathione,,1500mg,injectable,vial,Peptides Supplier,,64,,yes,,
Peptide Therapy,Ipamorelin,,10mg,injectable,vial,Peptides Supplier,,47,,yes,,
Peptide Therapy,KPV,,10mg,injectable,vial,Peptides Supplier,,40,,yes,,
Peptide Therapy,LL-37,,5mg,injectable,vial,Peptides Supplier,,53,,yes,,
Peptide Therapy,MOTS-C,,10mg,injectable,vial,Peptides Supplier,,46,,yes,,
Peptide Therapy,MT-II (Melanotan II),,10mg,injectable,vial,Peptides Supplier,,46,,yes,,
Wellness / Longevity,NAD+,,500mg,injectable,vial,Peptides Supplier,,40,,yes,,
Wellness / Longevity,NAD+,,1000mg,injectable,vial,Peptides Supplier,,55,,yes,,
Sexual Wellness,Oxytocin,,10mg,injectable,vial,Peptides Supplier,,35,,yes,peptide,
Peptide Therapy,Pinealon,,20mg,injectable,vial,Peptides Supplier,,52,,yes,,
Sexual Wellness,PT-141,,10mg,injectable,vial,Peptides Supplier,,47,,yes,peptide,
Weight Management,Retatrutide,,10mg,injectable,vial,Peptides Supplier,,60,,yes,glp-1,
Weight Management,Retatrutide,,20mg,injectable,vial,Peptides Supplier,,80,,yes,glp-1,
Weight Management,Retatrutide,,30mg,injectable,vial,Peptides Supplier,,100,,yes,glp-1,
Weight Management,Retatrutide,,60mg,injectable,vial,Peptides Supplier,,150,,yes,glp-1,
Peptide Therapy,Selank,,11mg,injectable,vial,Peptides Supplier,,47,,yes,,
Peptide Therapy,Selank / Semax (Nasal),,10mg / 10mg,nasal-spray,vial,Peptides Supplier,,55,,yes,,
Weight Management,Semaglutide,,5mg,injectable,vial,Peptides Supplier,,40,,yes,glp-1,
Weight Management,Semaglutide,,10mg,injectable,vial,Peptides Supplier,,43,,yes,glp-1,
Peptide Therapy,Semax,,11mg,injectable,vial,Peptides Supplier,,47,,yes,,
Peptide Therapy,Sermorelin,,10mg,injectable,vial,Peptides Supplier,,57,,yes,,
Peptide Therapy,SS-31,,50mg,injectable,vial,Peptides Supplier,,93,,yes,,
Peptide Therapy,TB-500,,10mg,injectable,vial,Peptides Supplier,,44,,yes,,
Peptide Therapy,Tesamorelin,,10mg,injectable,vial,Peptides Supplier,,63,,yes,,
Peptide Therapy,Tesamorelin / Ipamorelin,,5mg / 5mg,injectable,vial,Peptides Supplier,,54,,yes,,
Peptide Therapy,Thymalin,,10mg,injectable,vial,Peptides Supplier,,47,,yes,,
Peptide Therapy,Thymosin Alpha-1,,10mg,injectable,vial,Peptides Supplier,,65,,yes,,
Weight Management,Tirzepatide,,10mg,injectable,vial,Peptides Supplier,,60,,yes,glp-1,
Weight Management,Tirzepatide,,30mg,injectable,vial,Peptides Supplier,,80,,yes,glp-1,
Weight Management,Tirzepatide,,60mg,injectable,vial,Peptides Supplier,,120,,yes,glp-1,
Peptide Therapy,Tesamorelin / Ipamorelin Blend,,12mg / 6mg,injectable,vial,Peptides Supplier,,65,,yes,,
Weight Management,Tirzepatide + Glycine,Tirzepatide 10mg + Glycine 5mg 1mL,10mg + Glycine 5mg 1mL,injectable,1mL,S Pharm,,35,,yes,glp-1,
Weight Management,Tirzepatide + Glycine,Tirzepatide 20mg + Glycine 10mg 2mL,20mg + Glycine 10mg 2mL,injectable,2mL,S Pharm,,45,,yes,glp-1,
Weight Management,Tirzepatide + Glycine,Tirzepatide 30mg + Glycine 15mg 3mL,30mg + Glycine 15mg 3mL,injectable,3mL,S Pharm,,55,,yes,glp-1,
Weight Management,Tirzepatide + Glycine,Tirzepatide 40mg + Glycine 10mg 2mL,40mg + Glycine 10mg 2mL,injectable,2mL,S Pharm,,65,,yes,glp-1,
Weight Management,Tirzepatide + Glycine,Tirzepatide 60mg + Glycine 15mg 3mL,60mg + Glycine 15mg 3mL,injectable,3mL,S Pharm,,75,,yes,glp-1,
Weight Management,Semaglutide + Glycine,Semaglutide 1.5mg + Glycine 5mg 1mL,1.5mg + Glycine 5mg 1mL,injectable,1mL,S Pharm,,15,,yes,glp-1,
Weight Management,Semaglutide + Glycine,Semaglutide 2.5mg + Glycine 5mg 1mL,2.5mg + Glycine 5mg 1mL,injectable,1mL,S Pharm,,15,,yes,glp-1,
Weight Management,Semaglutide + Glycine,Semaglutide 3.75mg + Glycine 12.5mg 2.5mL,3.75mg + Glycine 12.5mg 2.5mL,injectable,2.5mL,S Pharm,,20,,yes,glp-1,
Weight Management,Semaglutide + Glycine,Semaglutide 6.25mg + Glycine 12.5mg 2.5mL,6.25mg + Glycine 12.5mg 2.5mL,injectable,2.5mL,S Pharm,,25,,yes,glp-1,
Weight Management,Semaglutide + Glycine,Semaglutide 8.75mg + Glycine 17.5mg 3.5mL,8.75mg + Glycine 17.5mg 3.5mL,injectable,3.5mL,S Pharm,,35,,yes,glp-1,
Weight Management,Semaglutide + Glycine,Semaglutide 10mg + Glycine 10mg 2mL,10mg + Glycine 10mg 2mL,injectable,2mL,S Pharm,,40,,yes,glp-1,
Supplies & Fees,Total Processing Fee,,,other,,S Pharm,,25,,no,,
Supplies & Fees,Cold Chain Overnight Shipping - Included,,,other,,S Pharm,,0,,no,,
Supplies & Fees,Syringes + Alcohol Pads - Included,,,supply,,S Pharm,,0,,no,,
